"cp","chol","mthalach"
"atyp_ang",350,150
"atyp_ang",350,160
"atyp_ang",350,170
"atyp_ang",350,180
"atyp_ang",350,190
"atyp_ang",350,200
"atyp_ang",350,210
"atyp_ang",350,220
"atyp_ang",360,60
"atyp_ang",360,70
"atyp_ang",360,80
"atyp_ang",360,90
"atyp_ang",360,100
"atyp_ang",360,110
"atyp_ang",360,120
"atyp_ang",360,130
"atyp_ang",360,140
"atyp_ang",360,150
"atyp_ang",360,160
"atyp_ang",360,170
"atyp_ang",360,180
"atyp_ang",360,190
"atyp_ang",360,200
"atyp_ang",360,210
"atyp_ang",360,220
"atyp_ang",370,60
"atyp_ang",370,70
"atyp_ang",370,80
"atyp_ang",370,90
"atyp_ang",370,100
"atyp_ang",370,110
"atyp_ang",370,120
"atyp_ang",370,130
"atyp_ang",370,140
"atyp_ang",370,150
"atyp_ang",370,160
"atyp_ang",370,170
"atyp_ang",370,180
"atyp_ang",370,190
"atyp_ang",370,200
"atyp_ang",370,210
"atyp_ang",370,220
"atyp_ang",380,60
"atyp_ang",380,70
"atyp_ang",380,80
"atyp_ang",380,90
"atyp_ang",380,100
"atyp_ang",380,110
"atyp_ang",380,120
"atyp_ang",380,130
"atyp_ang",380,140
"atyp_ang",380,150
"atyp_ang",380,160
"atyp_ang",380,170
"atyp_ang",380,180
"atyp_ang",380,190
"atyp_ang",380,200
"atyp_ang",380,210
"atyp_ang",380,220
"atyp_ang",390,60
"atyp_ang",390,70
"atyp_ang",390,80
"atyp_ang",390,90
"atyp_ang",390,100
"atyp_ang",390,110
"atyp_ang",390,120
"atyp_ang",390,130
"atyp_ang",390,140
"atyp_ang",390,150
"atyp_ang",390,160
"atyp_ang",390,170
"atyp_ang",390,180
"atyp_ang",390,190
"atyp_ang",390,200
"atyp_ang",390,210
"atyp_ang",390,220
"atyp_ang",400,60
"atyp_ang",400,70
"atyp_ang",400,80
"atyp_ang",400,90
"atyp_ang",400,100
"atyp_ang",400,110
"atyp_ang",400,120
"atyp_ang",400,130
"atyp_ang",400,140
"atyp_ang",400,150
"atyp_ang",400,160
"atyp_ang",400,170
"atyp_ang",400,180
"atyp_ang",400,190
"atyp_ang",400,200
"atyp_ang",400,210
"atyp_ang",400,220
"atyp_ang",410,60
"atyp_ang",410,70
"atyp_ang",410,80
"atyp_ang",410,90
"atyp_ang",410,100
"atyp_ang",410,110
"atyp_ang",410,120
"atyp_ang",410,130
"atyp_ang",410,140
"atyp_ang",410,150
"atyp_ang",410,160
"atyp_ang",410,170
"atyp_ang",410,180
"atyp_ang",410,190
"atyp_ang",410,200
"atyp_ang",410,210
"atyp_ang",410,220
"atyp_ang",420,60
"atyp_ang",420,70
"atyp_ang",420,80
"atyp_ang",420,90
"atyp_ang",420,100
"atyp_ang",420,110
"atyp_ang",420,120
"atyp_ang",420,130
"atyp_ang",420,140
"atyp_ang",420,150
"atyp_ang",420,160
"atyp_ang",420,170
"atyp_ang",420,180
"atyp_ang",420,190
"atyp_ang",420,200
"atyp_ang",420,210
"atyp_ang",420,220
"atyp_ang",430,60
"atyp_ang",430,70
"atyp_ang",430,80
"atyp_ang",430,90
"atyp_ang",430,100
"atyp_ang",430,110
"atyp_ang",430,120
"atyp_ang",430,130
"atyp_ang",430,140
"atyp_ang",430,150
"atyp_ang",430,160
"atyp_ang",430,170
"atyp_ang",430,180
"atyp_ang",430,190
"atyp_ang",430,200
"atyp_ang",430,210
"atyp_ang",430,220
"atyp_ang",440,60
"atyp_ang",440,70
"atyp_ang",440,80
"atyp_ang",440,90
"atyp_ang",440,100
"atyp_ang",440,110
"atyp_ang",440,120
"atyp_ang",440,130
"atyp_ang",440,140
"atyp_ang",440,150
"atyp_ang",440,160
"atyp_ang",440,170
"atyp_ang",440,180
"atyp_ang",440,190
"atyp_ang",440,200
"atyp_ang",440,210
"atyp_ang",440,220
"atyp_ang",450,60
"atyp_ang",450,70
"atyp_ang",450,80
"atyp_ang",450,90
"atyp_ang",450,100
"atyp_ang",450,110
"atyp_ang",450,120
"atyp_ang",450,130
"atyp_ang",450,140
"atyp_ang",450,150
"atyp_ang",450,160
"atyp_ang",450,170
"atyp_ang",450,180
"atyp_ang",450,190
"atyp_ang",450,200
"atyp_ang",450,210
"atyp_ang",450,220
"atyp_ang",460,60
"atyp_ang",460,70
"atyp_ang",460,80
"atyp_ang",460,90
"atyp_ang",460,100
"atyp_ang",460,110
"atyp_ang",460,120
"atyp_ang",460,130
"atyp_ang",460,140
"atyp_ang",460,150
"atyp_ang",460,160
"atyp_ang",460,170
"atyp_ang",460,180
"atyp_ang",460,190
"atyp_ang",460,200
"atyp_ang",460,210
"atyp_ang",460,220
"atyp_ang",470,60
"atyp_ang",470,70
"atyp_ang",470,80
"atyp_ang",470,90
"atyp_ang",470,100
"atyp_ang",470,110
"atyp_ang",470,120
"atyp_ang",470,130
"atyp_ang",470,140
"atyp_ang",470,150
"atyp_ang",470,160
"atyp_ang",470,170
"atyp_ang",470,180
"atyp_ang",470,190
"atyp_ang",470,200
"atyp_ang",470,210
"atyp_ang",470,220
"atyp_ang",480,60
"atyp_ang",480,70
"atyp_ang",480,80
"atyp_ang",480,90
"atyp_ang",480,100
"atyp_ang",480,110
"atyp_ang",480,120
"atyp_ang",480,130
"atyp_ang",480,140
"atyp_ang",480,150
"atyp_ang",480,160
"atyp_ang",480,170
"atyp_ang",480,180
"atyp_ang",480,190
"atyp_ang",480,200
"atyp_ang",480,210
"atyp_ang",480,220
"atyp_ang",490,60
"atyp_ang",490,70
"atyp_ang",490,80
"atyp_ang",490,90
"atyp_ang",490,100
"atyp_ang",490,110
"atyp_ang",490,120
"atyp_ang",490,130
"atyp_ang",490,140
"atyp_ang",490,150
"atyp_ang",490,160
"atyp_ang",490,170
"atyp_ang",490,180
"atyp_ang",490,190
"atyp_ang",490,200
"atyp_ang",490,210
"atyp_ang",490,220
"atyp_ang",500,60
"atyp_ang",500,70
"atyp_ang",500,80
"atyp_ang",500,90
"atyp_ang",500,100
"atyp_ang",500,110
"atyp_ang",500,120
"atyp_ang",500,130
"atyp_ang",500,140
"atyp_ang",500,150
"atyp_ang",500,160
"atyp_ang",500,170
"atyp_ang",500,180
"atyp_ang",500,190
"atyp_ang",500,200
"atyp_ang",500,210
"atyp_ang",500,220
"atyp_ang",510,60
"atyp_ang",510,70
"atyp_ang",510,80
"atyp_ang",510,90
"atyp_ang",510,100
"atyp_ang",510,110
"atyp_ang",510,120
"atyp_ang",510,130
"atyp_ang",510,140
"atyp_ang",510,150
"atyp_ang",510,160
"atyp_ang",510,170
"atyp_ang",510,180
"atyp_ang",510,190
"atyp_ang",510,200
"atyp_ang",510,210
"atyp_ang",510,220
"atyp_ang",520,60
"atyp_ang",520,70
"atyp_ang",520,80
"atyp_ang",520,90
"atyp_ang",520,100
"atyp_ang",520,110
"atyp_ang",520,120
"atyp_ang",520,130
"atyp_ang",520,140
"atyp_ang",520,150
"atyp_ang",520,160
"atyp_ang",520,170
"atyp_ang",520,180
"atyp_ang",520,190
"atyp_ang",520,200
"atyp_ang",520,210
"atyp_ang",520,220
"atyp_ang",530,60
"atyp_ang",530,70
"atyp_ang",530,80
"atyp_ang",530,90
"atyp_ang",530,100
"atyp_ang",530,110
"atyp_ang",530,120
"atyp_ang",530,130
"atyp_ang",530,140
"atyp_ang",530,150
"atyp_ang",530,160
"atyp_ang",530,170
"atyp_ang",530,180
"atyp_ang",530,190
"atyp_ang",530,200
"atyp_ang",530,210
"atyp_ang",530,220
"atyp_ang",540,60
"atyp_ang",540,70
"atyp_ang",540,80
"atyp_ang",540,90
"atyp_ang",540,100
"atyp_ang",540,110
"atyp_ang",540,120
"atyp_ang",540,130
"atyp_ang",540,140
"atyp_ang",540,150
"atyp_ang",540,160
"atyp_ang",540,170
"atyp_ang",540,180
"atyp_ang",540,190
"atyp_ang",540,200
"atyp_ang",540,210
"atyp_ang",540,220
"atyp_ang",550,60
"atyp_ang",550,70
"atyp_ang",550,80
"atyp_ang",550,90
"atyp_ang",550,100
"atyp_ang",550,110
"atyp_ang",550,120
"atyp_ang",550,130
"atyp_ang",550,140
"atyp_ang",550,150
"atyp_ang",550,160
"atyp_ang",550,170
"atyp_ang",550,180
"atyp_ang",550,190
"atyp_ang",550,200
"atyp_ang",550,210
"atyp_ang",550,220
"atyp_ang",560,60
"atyp_ang",560,70
"atyp_ang",560,80
"atyp_ang",560,90
"atyp_ang",560,100
"atyp_ang",560,110
"atyp_ang",560,120
"atyp_ang",560,130
"atyp_ang",560,140
"atyp_ang",560,150
"atyp_ang",560,160
"atyp_ang",560,170
"atyp_ang",560,180
"atyp_ang",560,190
"atyp_ang",560,200
"atyp_ang",560,210
"atyp_ang",560,220
"atyp_ang",570,60
"atyp_ang",570,70
"atyp_ang",570,80
"atyp_ang",570,90
"atyp_ang",570,100
"atyp_ang",570,110
"atyp_ang",570,120
"atyp_ang",570,130
"atyp_ang",570,140
"atyp_ang",570,150
"atyp_ang",570,160
"atyp_ang",570,170
"atyp_ang",570,180
"atyp_ang",570,190
"atyp_ang",570,200
"atyp_ang",570,210
"atyp_ang",570,220
"atyp_ang",580,60
"atyp_ang",580,70
"atyp_ang",580,80
"atyp_ang",580,90
"atyp_ang",580,100
"atyp_ang",580,110
"atyp_ang",580,120
"atyp_ang",580,130
"atyp_ang",580,140
"atyp_ang",580,150
"atyp_ang",580,160
"atyp_ang",580,170
"atyp_ang",580,180
"atyp_ang",580,190
"atyp_ang",580,200
"atyp_ang",580,210
"atyp_ang",580,220
"atyp_ang",590,60
"atyp_ang",590,70
"atyp_ang",590,80
"atyp_ang",590,90
"atyp_ang",590,100
"atyp_ang",590,110
"atyp_ang",590,120
"atyp_ang",590,130
"atyp_ang",590,140
"atyp_ang",590,150
"atyp_ang",590,160
"atyp_ang",590,170
"atyp_ang",590,180
"atyp_ang",590,190
"atyp_ang",590,200
"atyp_ang",590,210
"atyp_ang",590,220
"atyp_ang",600,60
"atyp_ang",600,70
"atyp_ang",600,80
"atyp_ang",600,90
"atyp_ang",600,100
"atyp_ang",600,110
"atyp_ang",600,120
"atyp_ang",600,130
"atyp_ang",600,140
"atyp_ang",600,150
"atyp_ang",600,160
"atyp_ang",600,170
"atyp_ang",600,180
"atyp_ang",600,190
"atyp_ang",600,200
"atyp_ang",600,210
"atyp_ang",600,220
"non_ang",120,60
"non_ang",120,70
"non_ang",120,80
"non_ang",120,90
"non_ang",120,100
"non_ang",120,110
"non_ang",120,120
"non_ang",120,130
"non_ang",120,140
"non_ang",120,150
"non_ang",120,160
"non_ang",120,170
"non_ang",120,180
"non_ang",120,190
"non_ang",120,200
"non_ang",120,210
"non_ang",120,220
"non_ang",130,60
"non_ang",130,70
"non_ang",130,80
"non_ang",130,90
"non_ang",130,100
"non_ang",130,110
"non_ang",130,120
"non_ang",130,130
"non_ang",130,140
"non_ang",130,150
"non_ang",130,160
"non_ang",130,170
"non_ang",130,180
"non_ang",130,190
"non_ang",130,200
"non_ang",130,210
"non_ang",130,220
"non_ang",140,60
"non_ang",140,70
"non_ang",140,80
"non_ang",140,90
"non_ang",140,100
"non_ang",140,110
"non_ang",140,120
"non_ang",140,130
"non_ang",140,140
"non_ang",140,150
"non_ang",140,160
"non_ang",140,170
"non_ang",140,180
"non_ang",140,190
"non_ang",140,200
"non_ang",140,210
"non_ang",140,220
"non_ang",150,60
"non_ang",150,70
"non_ang",150,80
"non_ang",150,90
"non_ang",150,100
"non_ang",150,110
"non_ang",150,120
"non_ang",150,130
"non_ang",150,140
"non_ang",150,150
"non_ang",150,160
"non_ang",150,170
"non_ang",150,180
"non_ang",150,190
"non_ang",150,200
"non_ang",150,210
"non_ang",150,220
"non_ang",160,60
"non_ang",160,70
"non_ang",160,80
"non_ang",160,90
"non_ang",160,100
"non_ang",160,110
"non_ang",160,120
"non_ang",160,130
"non_ang",160,140
"non_ang",160,150
"non_ang",160,160
"non_ang",160,170
"non_ang",160,180
"non_ang",160,190
"non_ang",160,200
"non_ang",160,210
"non_ang",160,220
"non_ang",170,60
"non_ang",170,70
"non_ang",170,80
"non_ang",170,90
"non_ang",170,100
"non_ang",170,110
"non_ang",170,120
"non_ang",170,130
"non_ang",170,140
"non_ang",170,150
"non_ang",170,160
"non_ang",170,170
"non_ang",170,180
"non_ang",170,190
"non_ang",170,200
"non_ang",170,210
"non_ang",170,220
"non_ang",180,60
"non_ang",180,70
"non_ang",180,80
"non_ang",180,90
"non_ang",180,100
"non_ang",180,110
"non_ang",180,120
"non_ang",180,130
"non_ang",180,140
"non_ang",180,150
"non_ang",180,160
"non_ang",180,170
"non_ang",180,180
"non_ang",180,190
"non_ang",180,200
"non_ang",180,210
"non_ang",180,220
"non_ang",190,60
"non_ang",190,70
"non_ang",190,80
"non_ang",190,90
"non_ang",190,100
"non_ang",190,110
"non_ang",190,120
"non_ang",190,130
"non_ang",190,140
"non_ang",190,150
"non_ang",190,160
"non_ang",190,170
"non_ang",190,180
"non_ang",190,190
"non_ang",190,200
"non_ang",190,210
"non_ang",190,220
"non_ang",200,60
"non_ang",200,70
"non_ang",200,80
"non_ang",200,90
"non_ang",200,100
"non_ang",200,110
"non_ang",200,120
"non_ang",200,130
"non_ang",200,140
"non_ang",200,150
"non_ang",200,160
"non_ang",200,170
"non_ang",200,180
"non_ang",200,190
"non_ang",200,200
"non_ang",200,210
"non_ang",200,220
"non_ang",210,60
"non_ang",210,70
"non_ang",210,80
"non_ang",210,90
"non_ang",210,100
"non_ang",210,110
"non_ang",210,120
"non_ang",210,130
"non_ang",210,140
"non_ang",210,150
"non_ang",210,160
"non_ang",210,170
"non_ang",210,180
"non_ang",210,190
"non_ang",210,200
"non_ang",210,210
"non_ang",210,220
"non_ang",220,60
"non_ang",220,70
"non_ang",220,80
"non_ang",220,90
"non_ang",220,100
"non_ang",220,110
"non_ang",220,120
"non_ang",220,130
"non_ang",220,140
"non_ang",220,150
"non_ang",220,160
"non_ang",220,170
"non_ang",220,180
"non_ang",220,190
"non_ang",220,200
"non_ang",220,210
"non_ang",220,220
"non_ang",230,60
"non_ang",230,70
"non_ang",230,80
"non_ang",230,90
"non_ang",230,100
"non_ang",230,110
"non_ang",230,120
"non_ang",230,130
"non_ang",230,140
"non_ang",230,150
"non_ang",230,160
"non_ang",230,170
"non_ang",230,180
"non_ang",230,190
"non_ang",230,200
"non_ang",230,210
"non_ang",230,220
"non_ang",240,60
"non_ang",240,70
"non_ang",240,80
"non_ang",240,90
"non_ang",240,100
"non_ang",240,110
"non_ang",240,120
"non_ang",240,130
"non_ang",240,140
"non_ang",240,150
"non_ang",240,160
"non_ang",240,170
"non_ang",240,180
"non_ang",240,190
"non_ang",240,200
"non_ang",240,210
"non_ang",240,220
"non_ang",250,60
"non_ang",250,70
"non_ang",250,80
"non_ang",250,90
"non_ang",250,100
"non_ang",250,110
"non_ang",250,120
"non_ang",250,130
"non_ang",250,140
"non_ang",250,150
"non_ang",250,160
"non_ang",250,170
"non_ang",250,180
"non_ang",250,190
"non_ang",250,200
"non_ang",250,210
"non_ang",250,220
"non_ang",260,60
"non_ang",260,70
"non_ang",260,80
"non_ang",260,90
"non_ang",260,100
"non_ang",260,110
"non_ang",260,120
"non_ang",260,130
"non_ang",260,140
"non_ang",260,150
"non_ang",260,160
"non_ang",260,170
"non_ang",260,180
"non_ang",260,190
"non_ang",260,200
"non_ang",260,210
"non_ang",260,220
"non_ang",270,60
"non_ang",270,70
"non_ang",270,80
"non_ang",270,90
"non_ang",270,100
"non_ang",270,110
"non_ang",270,120
"non_ang",270,130
"non_ang",270,140
"non_ang",270,150
"non_ang",270,160
"non_ang",270,170
"non_ang",270,180
"non_ang",270,190
"non_ang",270,200
"non_ang",270,210
"non_ang",270,220
"non_ang",280,60
"non_ang",280,70
"non_ang",280,80
"non_ang",280,90
"non_ang",280,100
"non_ang",280,110
"non_ang",280,120
"non_ang",280,130
"non_ang",280,140
"non_ang",280,150
"non_ang",280,160
"non_ang",280,170
"non_ang",280,180
"non_ang",280,190
"non_ang",280,200
"non_ang",280,210
"non_ang",280,220
"non_ang",290,60
"non_ang",290,70
"non_ang",290,80
"non_ang",290,90
"non_ang",290,100
"non_ang",290,110
"non_ang",290,120
"non_ang",290,130
"non_ang",290,140
"non_ang",290,150
"non_ang",290,160
"non_ang",290,170
"non_ang",290,180
"non_ang",290,190
"non_ang",290,200
"non_ang",290,210
"non_ang",290,220
"non_ang",300,60
"non_ang",300,70
"non_ang",300,80
"non_ang",300,90
"non_ang",300,100
"non_ang",300,110
"non_ang",300,120
"non_ang",300,130
"non_ang",300,140
"non_ang",300,150
"non_ang",300,160
"non_ang",300,170
"non_ang",300,180
"non_ang",300,190
"non_ang",300,200
"non_ang",300,210
"non_ang",300,220
"non_ang",310,60
"non_ang",310,70
"non_ang",310,80
"non_ang",310,90
"non_ang",310,100
"non_ang",310,110
"non_ang",310,120
"non_ang",310,130
"non_ang",310,140
"non_ang",310,150
"non_ang",310,160
"non_ang",310,170
"non_ang",310,180
"non_ang",310,190
"non_ang",310,200
"non_ang",310,210
"non_ang",310,220
"non_ang",320,60
"non_ang",320,70
"non_ang",320,80
"non_ang",320,90
"non_ang",320,100
"non_ang",320,110
"non_ang",320,120
"non_ang",320,130
"non_ang",320,140
"non_ang",320,150
"non_ang",320,160
"non_ang",320,170
"non_ang",320,180
"non_ang",320,190
"non_ang",320,200
"non_ang",320,210
"non_ang",320,220
"non_ang",330,60
"non_ang",330,70
"non_ang",330,80
"non_ang",330,90
"non_ang",330,100
"non_ang",330,110
"non_ang",330,120
"non_ang",330,130
"non_ang",330,140
"non_ang",330,150
"non_ang",330,160
"non_ang",330,170
"non_ang",330,180
"non_ang",330,190
"non_ang",330,200
"non_ang",330,210
"non_ang",330,220
"non_ang",340,60
"non_ang",340,70
"non_ang",340,80
"non_ang",340,90
"non_ang",340,100
"non_ang",340,110
"non_ang",340,120
"non_ang",340,130
"non_ang",340,140
"non_ang",340,150
"non_ang",340,160
"non_ang",340,170
"non_ang",340,180
"non_ang",340,190
"non_ang",340,200
"non_ang",340,210
"non_ang",340,220
"non_ang",350,60
"non_ang",350,70
"non_ang",350,80
"non_ang",350,90
"non_ang",350,100
"non_ang",350,110
"non_ang",350,120
"non_ang",350,130
"non_ang",350,140
"non_ang",350,150
"non_ang",350,160
"non_ang",350,170
"non_ang",350,180
"non_ang",350,190
"non_ang",350,200
"non_ang",350,210
"non_ang",350,220
"non_ang",360,60
"non_ang",360,70
"non_ang",360,80
"non_ang",360,90
"non_ang",360,100
"non_ang",360,110
"non_ang",360,120
"non_ang",360,130
"non_ang",360,140
"non_ang",360,150
"non_ang",360,160
"non_ang",360,170
"non_ang",360,180
"non_ang",360,190
"non_ang",360,200
"non_ang",360,210
"non_ang",360,220
"non_ang",370,60
"non_ang",370,70
"non_ang",370,80
"non_ang",370,90
"non_ang",370,100
"non_ang",370,110
"non_ang",370,120
"non_ang",370,130
"non_ang",370,140
"non_ang",370,150
"non_ang",370,160
"non_ang",370,170
"non_ang",370,180
"non_ang",370,190
"non_ang",370,200
"non_ang",370,210
"non_ang",370,220
"non_ang",380,60
"non_ang",380,70
"non_ang",380,80
"non_ang",380,90
"non_ang",380,100
"non_ang",380,110
"non_ang",380,120
"non_ang",380,130
"non_ang",380,140
"non_ang",380,150
"non_ang",380,160
"non_ang",380,170
"non_ang",380,180
"non_ang",380,190
"non_ang",380,200
"non_ang",380,210
"non_ang",380,220
"non_ang",390,60
"non_ang",390,70
"non_ang",390,80
"non_ang",390,90
"non_ang",390,100
"non_ang",390,110
"non_ang",390,120
"non_ang",390,130
"non_ang",390,140
"non_ang",390,150
"non_ang",390,160
"non_ang",390,170
"non_ang",390,180
"non_ang",390,190
"non_ang",390,200
"non_ang",390,210
"non_ang",390,220
"non_ang",400,60
"non_ang",400,70
"non_ang",400,80
"non_ang",400,90
"non_ang",400,100
"non_ang",400,110
"non_ang",400,120
"non_ang",400,130
"non_ang",400,140
"non_ang",400,150
"non_ang",400,160
"non_ang",400,170
"non_ang",400,180
"non_ang",400,190
"non_ang",400,200
"non_ang",400,210
"non_ang",400,220
"non_ang",410,60
"non_ang",410,70
"non_ang",410,80
"non_ang",410,90
"non_ang",410,100
"non_ang",410,110
"non_ang",410,120
"non_ang",410,130
"non_ang",410,140
"non_ang",410,150
"non_ang",410,160
"non_ang",410,170
"non_ang",410,180
"non_ang",410,190
"non_ang",410,200
"non_ang",410,210
"non_ang",410,220
"non_ang",420,60
"non_ang",420,70
"non_ang",420,80
"non_ang",420,90
"non_ang",420,100
"non_ang",420,110
"non_ang",420,120
"non_ang",420,130
"non_ang",420,140
"non_ang",420,150
"non_ang",420,160
"non_ang",420,170
"non_ang",420,180
"non_ang",420,190
"non_ang",420,200
"non_ang",420,210
"non_ang",420,220
"non_ang",430,60
"non_ang",430,70
"non_ang",430,80
"non_ang",430,90
"non_ang",430,100
"non_ang",430,110
"non_ang",430,120
"non_ang",430,130
"non_ang",430,140
"non_ang",430,150
"non_ang",430,160
"non_ang",430,170
"non_ang",430,180
"non_ang",430,190
"non_ang",430,200
"non_ang",430,210
"non_ang",430,220
"non_ang",440,60
"non_ang",440,70
"non_ang",440,80
"non_ang",440,90
"non_ang",440,100
"non_ang",440,110
"non_ang",440,120
"non_ang",440,130
"non_ang",440,140
"non_ang",440,150
"non_ang",440,160
"non_ang",440,170
"non_ang",440,180
"non_ang",440,190
"non_ang",440,200
"non_ang",440,210
"non_ang",440,220
"non_ang",450,60
"non_ang",450,70
"non_ang",450,80
"non_ang",450,90
"non_ang",450,100
"non_ang",450,110
"non_ang",450,120
"non_ang",450,130
"non_ang",450,140
"non_ang",450,150
"non_ang",450,160
"non_ang",450,170
"non_ang",450,180
"non_ang",450,190
"non_ang",450,200
"non_ang",450,210
"non_ang",450,220
"non_ang",460,60
"non_ang",460,70
"non_ang",460,80
"non_ang",460,90
"non_ang",460,100
"non_ang",460,110
"non_ang",460,120
"non_ang",460,130
"non_ang",460,140
"non_ang",460,150
"non_ang",460,160
"non_ang",460,170
"non_ang",460,180
"non_ang",460,190
"non_ang",460,200
"non_ang",460,210
"non_ang",460,220
"non_ang",470,60
"non_ang",470,70
"non_ang",470,80
"non_ang",470,90
"non_ang",470,100
"non_ang",470,110
"non_ang",470,120
"non_ang",470,130
"non_ang",470,140
"non_ang",470,150
"non_ang",470,160
"non_ang",470,170
"non_ang",470,180
"non_ang",470,190
"non_ang",470,200
"non_ang",470,210
"non_ang",470,220
"non_ang",480,60
"non_ang",480,70
"non_ang",480,80
"non_ang",480,90
"non_ang",480,100
"non_ang",480,110
"non_ang",480,120
"non_ang",480,130
"non_ang",480,140
"non_ang",480,150
"non_ang",480,160
"non_ang",480,170
"non_ang",480,180
"non_ang",480,190
"non_ang",480,200
"non_ang",480,210
"non_ang",480,220
"non_ang",490,60
"non_ang",490,70
"non_ang",490,80
"non_ang",490,90
"non_ang",490,100
"non_ang",490,110
"non_ang",490,120
"non_ang",490,130
"non_ang",490,140
"non_ang",490,150
"non_ang",490,160
"non_ang",490,170
"non_ang",490,180
"non_ang",490,190
"non_ang",490,200
"non_ang",490,210
"non_ang",490,220
"non_ang",500,60
"non_ang",500,70
"non_ang",500,80
"non_ang",500,90
"non_ang",500,100
"non_ang",500,110
"non_ang",500,120
"non_ang",500,130
"non_ang",500,140
"non_ang",500,150
"non_ang",500,160
"non_ang",500,170
"non_ang",500,180
"non_ang",500,190
"non_ang",500,200
"non_ang",500,210
"non_ang",500,220
"non_ang",510,60
"non_ang",510,70
"non_ang",510,80
"non_ang",510,90
"non_ang",510,100
"non_ang",510,110
"non_ang",510,120
"non_ang",510,130
"non_ang",510,140
"non_ang",510,150
"non_ang",510,160
"non_ang",510,170
"non_ang",510,180
"non_ang",510,190
"non_ang",510,200
"non_ang",510,210
"non_ang",510,220
"non_ang",520,60
"non_ang",520,70
"non_ang",520,80
"non_ang",520,90
"non_ang",520,100
"non_ang",520,110
"non_ang",520,120
"non_ang",520,130
"non_ang",520,140
"non_ang",520,150
"non_ang",520,160
"non_ang",520,170
"non_ang",520,180
"non_ang",520,190
"non_ang",520,200
"non_ang",520,210
"non_ang",520,220
"non_ang",530,60
"non_ang",530,70
"non_ang",530,80
"non_ang",530,90
"non_ang",530,100
"non_ang",530,110
"non_ang",530,120
"non_ang",530,130
"non_ang",530,140
"non_ang",530,150
"non_ang",530,160
"non_ang",530,170
"non_ang",530,180
"non_ang",530,190
"non_ang",530,200
"non_ang",530,210
"non_ang",530,220
"non_ang",540,60
"non_ang",540,70
"non_ang",540,80
"non_ang",540,90
"non_ang",540,100
"non_ang",540,110
"non_ang",540,120
"non_ang",540,130
"non_ang",540,140
"non_ang",540,150
"non_ang",540,160
"non_ang",540,170
"non_ang",540,180
"non_ang",540,190
"non_ang",540,200
"non_ang",540,210
"non_ang",540,220
"non_ang",550,60
"non_ang",550,70
"non_ang",550,80
"non_ang",550,90
"non_ang",550,100
"non_ang",550,110
"non_ang",550,120
"non_ang",550,130
"non_ang",550,140
"non_ang",550,150
"non_ang",550,160
"non_ang",550,170
"non_ang",550,180
"non_ang",550,190
"non_ang",550,200
"non_ang",550,210
"non_ang",550,220
"non_ang",560,60
"non_ang",560,70
"non_ang",560,80
"non_ang",560,90
"non_ang",560,100
"non_ang",560,110
"non_ang",560,120
"non_ang",560,130
"non_ang",560,140
"non_ang",560,150
"non_ang",560,160
"non_ang",560,170
"non_ang",560,180
"non_ang",560,190
"non_ang",560,200
"non_ang",560,210
"non_ang",560,220
"non_ang",570,60
"non_ang",570,70
"non_ang",570,80
"non_ang",570,90
"non_ang",570,100
"non_ang",570,110
"non_ang",570,120
"non_ang",570,130
"non_ang",570,140
"non_ang",570,150
"non_ang",570,160
"non_ang",570,170
"non_ang",570,180
"non_ang",570,190
"non_ang",570,200
"non_ang",570,210
"non_ang",570,220
"non_ang",580,60
"non_ang",580,70
"non_ang",580,80
"non_ang",580,90
"non_ang",580,100
"non_ang",580,110
"non_ang",580,120
"non_ang",580,130
"non_ang",580,140
"non_ang",580,150
"non_ang",580,160
"non_ang",580,170
"non_ang",580,180
"non_ang",580,190
"non_ang",580,200
"non_ang",580,210
"non_ang",580,220
"non_ang",590,60
"non_ang",590,70
"non_ang",590,80
"non_ang",590,90
"non_ang",590,100
"non_ang",590,110
"non_ang",590,120
"non_ang",590,130
"non_ang",590,140
"non_ang",590,150
"non_ang",590,160
"non_ang",590,170
"non_ang",590,180
"non_ang",590,190
"non_ang",590,200
"non_ang",590,210
"non_ang",590,220
"non_ang",600,60
"non_ang",600,70
"non_ang",600,80
"non_ang",600,90
"non_ang",600,100
"non_ang",600,110
"non_ang",600,120
"non_ang",600,130
"non_ang",600,140
"non_ang",600,150
"non_ang",600,160
"non_ang",600,170
"non_ang",600,180
"non_ang",600,190
"non_ang",600,200
"non_ang",600,210
"non_ang",600,220
"asymp",120,60
"asymp",120,70
"asymp",120,80
"asymp",120,90
"asymp",120,100
"asymp",120,110
"asymp",120,120
"asymp",120,130
"asymp",120,140
"asymp",120,150
"asymp",120,160
"asymp",120,170
"asymp",120,180
"asymp",120,190
"asymp",120,200
"asymp",120,210
"asymp",120,220
"asymp",130,60
"asymp",130,70
"asymp",130,80
"asymp",130,90
"asymp",130,100
"asymp",130,110
"asymp",130,120
"asymp",130,130
"asymp",130,140
"asymp",130,150
"asymp",130,160
"asymp",130,170
"asymp",130,180
"asymp",130,190
"asymp",130,200
"asymp",130,210
"asymp",130,220
"asymp",140,60
"asymp",140,70
"asymp",140,80
"asymp",140,90
"asymp",140,100
"asymp",140,110
"asymp",140,120
"asymp",140,130
"asymp",140,140
"asymp",140,150
"asymp",140,160
"asymp",140,170
"asymp",140,180
"asymp",140,190
"asymp",140,200
"asymp",140,210
"asymp",140,220
